job_title,company_name,experience,salary,location,job_description,role,industry_type,department,employment_type,role_category,education,key_skills,date_posted,num_openings,num_applicants,experience_bins
Senior Data Analyst,Mobile Premier League (MPL),3 - 6 years,Not Disclosed,Bangalore/Bengaluru,"Working with different departments and business heads to bring a data-driven approach and resolve the gaps that impact decision making of the business, both in day-to-day management and in making strategic trade-offs.
This Role will need to leverage latest technology and best practices to deliver results, agility, efficiency and quality for data and visualization requirements.
Ensuring that our Data Analytics team align to the business objectives and supports key initiatives for the squads and tribe.
Prioritize opportunities using data driven insights and solution, these opportunities using Machine Learning and AI techniques.
What we are looking for -
Excellent visualization skills, storytelling, and familiarity with best practices to convey insights in an intuitive and visually compelling way
Experience in creating, collecting, analysing and communicating business insights from data.
Experience working on metrics such as retention, churn, engagement and marketing analytics.
Knowledge of Analytics self-service BI approaches and predictive analytics solutions is a strong advantage.
Strong background in SQL and experience working on Python.
Experience in Statistical techniques (R, hypothesis testing).
Should have worked on Tableau, Google Analytics and Clevertap
Knowledge of DataRobot, Azure or AWS AI/ML will be a plus
Bachelors degree; MBA or relevant technical degree preferred from tier 1/2 college with 4+years of experience in Data Analytics",Data Analyst,Internet,Data Science & Analytics,"Full Time, Permanent",Business Intelligence & Analytics,Any Graduate,"['Marketing analytics', 'Google Analytics', 'Machine learning', 'Senior Data Analyst', 'Hypothesis Testing', 'Data analytics', 'Predictive analytics', 'AWS', 'SQL', 'Python']",30+ days ago,1.0,150,2-5
Sr. Data Analyst,7 Consultancy,2 - 5 years,Not Disclosed,Mumbai,"Collection and Collation of data Analysis and Interpretation of collected data Identifying patterns and trends in data sets
Reporting on daily/weekly/monthly business KPIs/metrics Working alongside teams within the business or the management team to establish business needs
 Defining new data collection and analysis processes Strong analytical skills with the ability to collect, organize, analyze, and disseminate significant amounts of information with attention to detail and accuracy Adept at queries, report writing and presenting findings Excellent excel working skills",Operations Support - Other,Recruitment / Staffing,"Customer Success, Service & Operations","Full Time, Permanent",Operations Support,Any Graduate,"['Analytical skills', 'Data analysis', 'Data management', 'Business Analyst', 'Business analysis', 'Data collection', 'Data Analyst', 'Data analytics', 'Data mining', 'IT recruitment']",30+ days ago,1.0,763,2-5
Senior Data Analyst,RGA,2 - 4 years,Not Disclosed,Mumbai,"Under the responsibility of Manager Reinsurance Administration, India, the Senior Data Analyst Reinsurance provides a lead role along with the Manager - Reinsurance Administration in order to manage and address data needs per treaty parameters, interpret client data to conform to RGA requirements, and test the processes that map and load client data into Reinsurance Administration systems. The Senior Data Analyst Reinsurance develops, improves and optimizes programs and tools used for managing data received from clients and insures that good quality data can be used downstream by the various RGA business units.


Responsibilities
Key Relationships (Internal External):
The Senior Data Analyst Reinsurance establishes a symbiotic relationship with the Chief Manager Reinsurance Administration in order to support the following groups:
RGA - Finance Department
RGA - Valuation Department
RGA - Operations Department (Includes Claims and Underwriting administrators)
RGA - Data Analytics Department
RGA - Pricing Department
External - Appropriate contacts at client companies
Duties and Responsibilities:
Collect and analyze business needs from users; provide lead role for the team and contribute to effective planning and implementation of identified projects
Support, develop and maintain specialized applications; be an active member and participate in setting data management, data quality and performance goals for the company
Support the process to ensure reinsurance data is received from the client as per agreed timelines, is reconciled with accurate premiums paid for by clients and accurate claims paid to clients as per treaty terms
Identify the areas of improvements in the processes followed by the Reinsurance Administration team and implement best practices
Develop, maintain and improve data validation processes to ensure the accuracy quality of client data, including quality assurance and automated testing validation
Maintain documentation on the processes that map client data to the common formats ensuring consistency across clients and Reinsurance Administration systems
Support the Manager Reinsurance with data compliance requirements documentation of operations procedures to adhere to SOX process controls and regulatory requirements
Act as backup for the Manager Reinsurance Administration (peer level)


Requirements
Job Requirements:
Qualifications and Experience:
University Master s degree in Computer Science, Information Technology or Software Engineering
2-4 years of work experience in Life Insurance Industry.
Entry level candidates will be considered; motivation to learn and help develop office operations is key
Skills and Attributes:
Required:
Keen sense of data management
Knowledge in SQL and/or PL/SQL and eagerness to learn and manage large relational databases
At ease in managing large Microsoft Excel files, scripting, validation and automation
Creativity and keen interest in business process automation and Visual Basic Macro development
Client focused and self-starter, driven in pursuit of targets
Interest in the insurance industry
Ability to work well within a team environment and participate in department/team projects
Autonomy, accuracy, attention to details
Ability to cope with competing demands and to prioritize tasks
A positive attitude to dealing with people, shares openly and willingly, demonstrates accountability, cooper
Ability to gather proper information and demand training when needed",Non Tech Support - Non Voice,Insurance,"Customer Success, Service & Operations","Full Time, Permanent",Non Voice,Any Graduate,"['Data Validation', 'Data Quality', 'Automation', 'Finance', 'Data Management', 'Business Process', 'Data Analytics', 'Quality Assurance', 'Microsoft Excel', 'Sql']",30+ days ago,1.0,291,2-5
Lead Analyst - Big Data/MapReduce,Talent Acceleration Corridor,5 - 8 years,Not Disclosed,Gurgaon/Gurugram,"We are scouting for Lead Analyst - Big Data Analytics for one of our clients which is a global professional services provider, offering research, analytics, and data management services.

Job Description :

Job requires the person to work in a dynamic environment for various clients. The person will be responsible solve complex data intensive business problems by leveraging specialized tools and techniques for data analysis and modeling.

- Should have experience in Data Engineering/ Data Management, ETL (customized and available tools).

- Should have experience in Data Modeling, Data Transformations, Data Harmonization

- Should have experience in data integration from multiple sources (structured and un- structured data).

- Experience as a Developer / Senior Developer on big data platform with strong knowledge of SQL/advance SQL writing, shell script

- Should have strong experience on any scripting language like Python, Scala

- Knowledge of Different components of Hadoop Ecosystem - HDFS, Map Reduce, Hive, Kafka, Storm, Oozie, Sqoop

- Must have experience of working on cloud environment

- Knowledge of Java will be a big plus

Role Expectation :

- Strong experience on SQL/Advance SQL/Hive/ETL.

- Strong experience with at least two of the following technologies Python, Scala, Spar

- Experience as a Developer / Senior Developer on big data platform with strong knowledge of SQL/advance SQL writing, shell script

- Knowledge of technologies like snowflake, shell scripting would be a plus

- Knowledge of Different components of Hadoop Ecosystem - HDFS, Map Reduce, Hive, Kafka, Storm, Oozie, Sqoop

- Should have strong understanding of Hadoop architecture.

- Good to have understanding of structured, semi structured and unstructured datasets.

- Should have worked on end to end solution development

- Need to have understanding of data pipeline building

- Experience and interest in Cloud platforms such as AWS, Azure, Google Platform

- Ability to prioritize and manage work to critical project timelines in a fast- paced environment

- Ability to develop new approaches to complex design problems.",Data Engineer,Accounting / Auditing,Data Science & Analytics,"Full Time, Permanent",Data Science & Machine Learning,"BCA in Any Specialization, B.Sc in Any Specialization, B.Tech/B.E. in Any Specialization","['Big Data', 'Storm', 'Azure', 'Data Engineering', 'Scala', 'Data Management', 'HDFS', 'Kafka', 'Spar', 'Google Platform', 'Hive', 'Sqoop', 'Map Reduce', 'Oozie', 'ETL', 'AWS', 'data management services', 'Python']",6 days ago,,12,5-12
Data Analyst,McCoy,1 - 3 years,Not Disclosed,Delhi,"Use Google Analytics to evaluate the performance & opportunities for improvements in merchandising, site activity & user behaviour
Identify trends, areas of opportunity, scale & potential improvements to drive ongoing business vision and optimization

Required Candidate profile
Experience creating and maintaining reports using BI tools (e.g., Tableau.)
Experience in web automation tool like Python, SQL, Machine Learning, Jira Software, Agile-Scrum",Data Analyst,Building Material,Data Science & Analytics,"Full Time, Permanent",Business Intelligence & Analytics,Any Graduate,"['Data Analyst', 'Tableau', 'Data Scientist', 'Data Analysis', 'Predective Modelling', 'Python', 'SQL']",6 days ago,1.0,1333,0-2
Data Analyst 1,Optum,5 - 7 years,Not Disclosed,Bangalore/Bengaluru,"The Business Intelligence Developer resource will work in the Business Intelligence team focusing on design, development, testing, and implementation of all Microsoft BI suite. The Developer will be responsible coordinating solution delivery with Internal customer base and source application leads, as well as insuring overall data quality and efficiency associated with BI reporting solutions. This person will also be responsible coordinating production support activities as needed with IT and business stakeholders.
Primary Responsibilities:
Interacts occasionally with UHC SMEs and BAs on a need basis
Interacts directly with Project Lead and Internal BAs and any other internal stakeholders for effective completion of project
Leading/developing MSBI solutions including related to Data Warehouse designs, report and dashboard components - for solution deliveries related to the Business Intelligence space
Leading best practice BI report development design efforts to continually improve solution delivery
Creation of new and maintenance of existing reports, dashboards, and related T-SQL/data warehouse constructs
Ability to lead/develop quality technical reporting solutions to support business requirements. Must be able to manage development using agile and other development practices
Maintain peer relationships across IT areas (infrastructure, operations, etc.) to support effective implementations
Coordinate with the Project and Development teams to review new functionalities and develop test scenarios
Solid understanding of relational database theory, principles and best practices
Required Qualifications:
BCA\ B.E\B.Tech\ M.Tech\ MCA\ MBA
5 + years’ hands-on experience developing business intelligence solutions(MSBI) 2012 & above version
Experience with data warehouse design and dimensional modelling (Kimball Methodology)
Experience building ETL processes using MS SQL Server SSIS 2012 & above
Experience with BI dashboard tools, but other experience (Python, Tableau, PowerBI, etc.) will be considered
Knowledge experience in .NET C# , Snowflake .",Business Analyst,IT Services & Consulting,Data Science & Analytics,"Full Time, Permanent",Business Intelligence & Analytics,"B.Tech/B.E. in Any Specialization, BCA in Any Specialization","['business intelligence', 'C#', 'Power BI', 'Snowflake', '.NET', 'Data Analyst', 'SQL Server', 'Tableau', 'data warehouse design', 'SSIS', 'ETL', 'Python']",18 days ago,,150,5-12
Lead Data Analyst,Blinkit,1 - 4 years,Not Disclosed,Bangalore/Bengaluru,"What you will do:
Work with multiple stakeholders across Business/Product/Data teams to identify and prioritize the company s biggest challenges and key strategic opportunities in the areas of workflow, innovation, communication / outreach, and strategic planning
Build long term goals and build a roadmap for the company
Take ownership/initiatives to drive business outcomes.
Handle open ended problem statements and structure them into actionables and build data driven roadmap.
Identify opportunities for process improvement and measure the impact of initiatives to make noticeable improvements based on impact and feedback
Develop the skills required in the team to achieve goals
Deep dive and acquire an extensive knowledge of emerging industry practices and apply when solving business problems",Business Analyst,Internet,Data Science & Analytics,"Full Time, Permanent",Business Intelligence & Analytics,Any Graduate,"['Supply chain management', 'Assurance', 'Process improvement', 'Strategic planning', 'Manager Technology', 'Workflow', 'Customer service', 'Analytics', 'Team building', 'lead data analyst']",30+ days ago,1.0,1916,0-2
Data Analyst,Optum,2 - 5 years,Not Disclosed,Bangalore/Bengaluru,"Primary Responsibilities:
Need to Work closely with Business Stake holders and Product owner to create the Mapping specification
Comply with the terms and conditions of the employment contract, company policies and procedures, and any and all directives (such as, but not limited to, transfer and/or re-assignment to different work locations, change in teams and/or work shifts, policies in regards to flexibility of work benefits and/or work environment, alternative work arrangements, and other decisions that may arise due to the changing business environment). The Company may adopt, vary or rescind these policies and directives in its absolute discretion and without any limitation (implied or otherwise) on its ability to do so
Required Qualifications:
Undergraduate degree or equivalent experience
4 - 7 years of experience in Data Analyst role
Experience in ETL and SQL",Data Analyst,IT Services & Consulting,Data Science & Analytics,"Full Time, Permanent",Business Intelligence & Analytics,Any Graduate,"['Data Analysis', 'Communication skills', 'ETL', 'SQL']",18 days ago,,452,2-5
Hiring Data Analyst - Chennai,Sutherland,4 - 9 years,Not Disclosed,Chennai,"Roles and Responsibilities

This Workforce Analytics Consultant role is a member of our Workforce analytics team (work for Sutherland). The role will be responsible for doing research, monitor internal and external workforce trends, conduct analytics projects & experiments, strategic executive reporting and story-building.

Translate analytical outputs of a COE (like DE&I, TA, Talent) into easily digestible relevant insights.
Utilize data analytics expertise prepare presentations to educate & coach the HR and business users solving right business problems
Develop compelling, data driven narratives and stories and help in understanding insights or point to make informed decisions.
Become proactive around sharing the relevant insights and support COE (like DE&I and TA) priorities.
Understand the difference between meaningful insights and noise and can use those insights to drive better business decision making.
Understanding and analysis of key stakeholder problems which will be articulated by WFA consulting team and ensure the analysis are focussed to solve the true business problem

Desired Candidate Profile

5+ years of analytics and consulting experience preferred
Willing to work in US shifts (06:30 PM - 03:30 AM IST)
Experience working with HR data ; People analytics
degree or certification in Math, Statistics and Computer Science preferred
Sound in Statistical modeling and exploratory analysis
Credible Data First attitude while working with the stakeholders.
Experience in data quality process and tools to lead data driven approach
Ability to work under limited supervision with a strong work ethic and high degree of self-motivation.
Able to manage competing priorities in a changing environment
Critical and strategic thinking skills and ability to translate strategy into action
Adaptability and ability to work with ambiguity
Strong in MS excel and statistical packages
Proficiency with Python",Data Analyst,BPO / Call Centre,Data Science & Analytics,"Full Time, Permanent",Business Intelligence & Analytics,Any Graduate,"['hr analytics', 'python', 'workforce analytics', 'data analytics']",21 days ago,,236,2-5
Data Analyst,Cars,2 - 4 years,"₹ 7,00,000 - 9,00,000 P.A.",Gurgaon/Gurugram,"Roles and Responsibilities
Tracking key metrics and communicating business trends to stakeholders.
Closely working with the business/product teams to enable data driven decision making.
Developing, maintaining and managing advanced reporting, analytics, dashboards and other BI solutions which can facilitate decision making.
Identifying, analysing, and interpreting trends or patterns in complex data sets
.Providing analysis of trends and forecasts to derive actionable insights.
Developing, maintaining and managing advanced reporting, analytics, dashboards and other BI solutions which can facilitate decision making.
Effectively collaborating with cross-functional teams to understand the requirements, seek feedback/insights and provide optimal solutions.
Modeling datasets to answer key business questions, in collaboration with leaders.

Desired Candidate Profile
Analytical bent of mind with prior experience in the range of 1-3 years.
Strong proficiency in Advanced Excel, SQL, Tableau and exposure to Python/R- strong attention to detail and critical thinking

Perks and Benefits",Team Leader,Analytics / KPO / Research,"Customer Success, Service & Operations","Full Time, Permanent",Operations,Any Graduate,"['Data Analytics', 'data analysis', 'Advanced Excel', 'Tableau', 'dashboards', 'SQL', 'Python']",29 days ago,,4221,2-5
"Data Analyst ( SQL,Tableau,Power Bi )",Rewise Analytics & Technologies Pvt. Ltd,3 - 8 years,Not Disclosed,Pune,"ResponsibilitiesInteracting with multiple stakeholders to understand business and data requirementsAnalyze the complex datasets and create models to interpret and predict trends or patterns in the data using time series analysis.

Required Candidate profile
Work Time: 1PM to 10.00PM (night shift for initial 2-3 months - 6.30PM to 3.30AM IST)

3+ years’ experience working in SQL, Tableau and Power BI.",Data Analyst,IT Services & Consulting,Data Science & Analytics,"Full Time, Permanent",Business Intelligence & Analytics,B.Tech/B.E. in Any Specialization,"['SQL', 'Power BI', 'Time series analysis', 'Data Analyst', 'linear regression analysis', 'Tableau', 'database structure']",7 days ago,,1042,2-5
Data Analyst,Capgemini,6 - 9 years,Not Disclosed,Mumbai,"Coordinate with multiple people to collect data and get it corrected when required.
Coordinate with team and manage their tasks and priorities.
Work with large amounts of data: facts, figures, and number crunching. You will need to see through the data and analyze it to find conclusions.
Present findings, or translate the data into an understandable document. You will need to write and speak clearly, easily communicating complex ideas.
Look at the numbers, trends, and data and come to new conclusions based on the findings.
Attention to detail: Data is precise. Make sure you are vigilant in your analysis to come to correct conclusions.
Perform analysis and provide actionable insights
Liaising with and supporting key stakeholders in the business
Coordinate with multiple people to collect data and get it corrected when required.
Coordinate with team and manage their tasks and priorities.
Work with large amounts of data: facts, figures, and number crunching. You will need to see through the data and analyze it to find conclusions.
Present findings, or translate the data into an understandable document. You will need to write and speak clearly, easily communicating complex ideas.
Look at the numbers, trends, and data and come to new conclusions based on the findings.
Attention to detail: Data is precise. Make sure you are vigilant in your analysis to come to correct conclusions.
Perform analysis and provide actionable insights
Liaising with and supporting key stakeholders in the business


Primary Skills
At least 6 years’ experience in reporting / data analytics
Should have managed work of at least 6 to 10 team members
Knowledge of VBA (Excel Macros), any data visualization software (like Power BI) and SQL will be an added advantage
Having a strong interest in environmental sustainability


Secondary Skills
Strong verbal and written communication skills, with large amounts of interaction and support to end users.
Strong numerical skills, including ability to calculate, analyze & present data
Advanced knowledge of MS Excel, including ability to deal with large, complex data sets",Data Analyst,IT Services & Consulting,Data Science & Analytics,"Full Time, Permanent",Business Intelligence & Analytics,Any Graduate,"['VBA', 'data analytics', 'Power BI', 'data visualization software', 'SQL', 'communication skills']",17 days ago,,329,5-12
Lead Data Analyst,Optum,3 - 6 years,Not Disclosed,Hyderabad/Secunderabad,"Primary Responsibilities:
Partner with stakeholders to understand data requirements
Develop tools and models such as segmentation, dashboards, data visualizations, decision aids and business case analysis to support the organization and leadership
Producing and managing the delivery of activity and value analytics to external stakeholders and clients
Team members will typically use business intelligence, data visualization, and query, analytic and statistical software to build solutions, perform analysis and interpret data
Work on predominately descriptive and regression-based analytics and tend to leverage subject matter expert views in the design of their analytics and algorithms
Help build the overall BI Strategy working with the other Business Intelligence leaders and Technology leaders
Management and manipulation of mostly structured data
Conducting analysis, performing normalization operations and assuring data quality
Creating specifications to bring data into a common structure
Creating product specifications and reporting models
Performing data analysis and interpreting data/business insights
Developing actionable insights and presenting recommendations for use across the internal/external stakeholder and leadership
Develop and maintain data preparation and validation routines to support data mining and have experience in creating complex data mining algorithms
Analytical - Synthesizes complex or diverse information; Collects and researches data; Uses intuition and experience to complement data; design workflows and procedures
Establish, refine and integrate development and test environment tools and software as needed
Identify production and non-production application issues
Be able quickly analyze existing code, identify performance/reliability/scalability issues, propose solutions, and code optimization/updates as required
Provide technical support and consultation database and infrastructure questions
Be able to attract and retain top talent
Be able to drive for excellence with a strong sense of urgency
Be able to prioritize effectively
Be able to get to the bottom of issues (root-cause)
Be able to be a creative problem-solver
Be able to build relationships with peers, team members and business partners
Be able to guide the planning and mitigation of critical tasks and timelines, and align them to the over-all strategy
Comply with the terms and conditions of the employment contract, company policies and procedures, and any and all directives (such as, but not limited to, transfer and/or re-assignment to different work locations, change in teams and/or work shifts, policies in regards to flexibility of work benefits and/or work environment, alternative work arrangements, and other decisions that may arise due to the changing business environment). The Company may adopt, vary or rescind these policies and directives in its absolute discretion and without any limitation (implied or otherwise) on its ability to do so
Required Qualifications:
On-the job experience working with relational database management system (like Microsoft SQL Server, Oracle)
Hands-on experience with dealing global customers to gather requirements and translate them into solutions using the necessary skills
Experience in writing TSQL statements, stored procedures and views using industry best practices for security and efficiency
Experience in database design, programming, and implementation using SQL
Extensive experience in creating dashboards and visualizations in Tableau
Extensive experience in building operational reports in MSBI
Extensive exposure in creating reporting solutions, data visualization, data analysis and business insights
Experience with Agile software development process
Experience in developing reporting solutions to support analyses
Experience in creating data reports, dashboards, scorecards and Metrics that matter most with extensive use of data visualization
Experience database design, programming, testing and implementation using SQL with standard practices and procedures
Experience and understanding on Database Performance Tuning, Database Management, Requirements Analysis, Software Development Fundamentals
Experience of product / platform development
Familiar with Software Development Life Cycle and Agile methodologies
Proficiency in end to end analytics
Excellent people leadership skills
Excellent Problem Solving, Documentation Skills, Written & Verbal Communication skills
Excellent Data Maintenance, Database Security, Promoting Process Improvement skills
Well-developed written and verbal communications and presentation skills
Ability to work independently with minimum support/mentoring
Willing to learn new technology
Open for Development and Support
Ability to write user and technical documentation
Ability to conduct analysis to ensure quality of data at various stages of its evolution
Ability to translates data into meaningful information
Ability to perform proof of concept analyses
Ability to investigate and responds to routine or standard requests
Ability to solve complex problems and develop innovative solutions
Ability to complete projects that require data mining, analysis, and presentation
Preferred Qualifications:
Experience in building quick insights using Alteryx
Experience in building datawarehouse solutions using Snowflake",Data Analyst,IT Services & Consulting,Data Science & Analytics,"Full Time, Permanent",Business Intelligence & Analytics,Any Graduate,"['data analysis', 'database design', 'Microsoft SQL Server', 'Agile software development', 'Snowflake', 'Database Security', 'Development', 'Software', 'Oracle', 'TSQL', 'relational database management system']",18 days ago,,84,2-5
"Data Analyst, Trust and Safety",Google,2 - 7 years,Not Disclosed,Hyderabad/Secunderabad,"Minimum qualifications:
Bachelors degree or equivalent practical experience.
2 years of experience in data analysis.
Experience in querying data sets.
Preferred qualifications:
Experience with project management and process optimization with a data analytics component.
Experience with fraud, security, and threat analysis in the context of Cloud service providers.
Knowledge of fraud dynamics in the online media.
Ability to identify workflow pain points, optimize and scale processes.
Excellent communication skills with the ability to interact with internal and external users.
Tasks
Perform complex data analysis to derive insight from vast data stores.
Collaborate with cross-functional groups such as engineering, sales and policy to increase automation, update policies, fix product vulnerabilities, and provide a safe online experience for users.
Enhance our operational workflows through process improvements and identify automation opportunities.
Improve tools or automation systems through data analysis, technical expertise, and presentations to key stakeholders.
Conduct comprehensive investigations to catch fraudsters, enforce product policies, identify abuse and spam patterns, and drive innovative abuse mitigation solutions.",Data Analyst,IT Services & Consulting,Data Science & Analytics,"Full Time, Permanent",Business Intelligence & Analytics,Any Graduate,"['Data analysis', 'Process optimization', 'Online media', 'Project management', 'Workflow', 'Data analytics', 'Automation systems', 'Operations', 'Sales engineering', 'Recruitment']",30+ days ago,1.0,2801,2-5
Analyst/Architect Data Science,Applycup Hiring Solutions Llp,4 - 6 years,Not Disclosed,Delhi,"As a Data Scientist and a member of our growing Research Development team, you will make impactful decisions by mixing mind and machine to leverage data, understand and navigate risk, and help our industry enhance quality and timeliness of new products to benefit humanity.
RESPONSIBILITIES:
As a Data Scientist, you will be responsible for:
Proactively assisting in management of several clients, while reporting to management across multiple levels of our organization
Training and leading staff for your assigned projects and initiatives
Establish effective working relationships directly with clients
Contribute to the development of your own and team s technical expertise
Keep up on research related to data science, trends, and potential applications/products
Support of business development activities to help identify and research opportunities on new and existing clients and products
QUALIFICATIONS:
Bachelor s degree
Computer and Information Science, Management Information Systems or related degree
4 years experience in Computer Science, Mathematics, or Statistics or related field/industry
PREFERRED QUALIFICATIONS
Demonstrates thorough knowledge of contributing on client engagement teams that design and develop business intelligence (BI) and predictive models for data warehouse (DW) information management architecture
Evaluating enterprise DW architecture feasibility, risk and technologies related to business change (i.e. assessing, identifying and recommending BI and related business stakeholders data requirements; BI solution prototyping and development; processes and performance from business and technical standpoints; and the impact of data changes on business and IT processes)
Advising CXO s on emerging BI/DW technologies and strategies consistent with clients business strategies
Prioritizing, preparing and implementing BI and/or DW architectural improvements (i.e. developing and recommending alternative DW technical and data management solutions, methodologies, strategies and architectural improvement plans)
Developing and validating business stakeholders conceptual data models, including socializing and implementing logical and physical DW/data mart data models; identifying data sources and metadata (including business rules, definitions, attributes) to deliver analytic requirements
Demonstrates thorough abilities to interact with end users to understand and document business and functional requirements for complex projects, including full software development life cycle, DW/BI/ETL tools and other related technologies
Enterprise data management, data warehousing and/or business intelligence; data modeling, integration and/or synchronization, quality, security, conversion and analysis; database administration; enterprise data management policies, procedures, compliance and risk management. This includes a minimum of having participated in two full life cycle implementations.
Architecture, design and development of enterprise business intelligence and data warehousing solutions, including utilizing leading ETL/BI tools and the ability to engineer a solution
Design and development of data cleansing routines utilizing typical data quality functions involving standardization, transformation, rationalization, linking and matching that leverages knowledge within data, master data, metadata and technology management
Demonstrates proven thorough skills and success participating in consulting-related projects within a professional services environment that utilize creative thinking skills and individual initiative:
Collaborates and contributes as a team member, understanding personal and team roles, contributing to a positive working environment by building solid relationships with team members, proactively seeking guidance, clarification and feedback
Identifies and addresses client needs, building solid relationships with clients, developing an awareness of GenInvo services, approaching clients in an organized manner, delivering clear requests for information, demonstrating flexibility in prioritizing and completing tasks, communicating potential conflicts to upper management
Prioritizes and handles multiple tasks, researching and analyzing pertinent client, industry, and technical matters, utilizing problem-solving skills, communicating effectively in written and verbal formats to various audiences (including various levels of management and external clients) in a professional business environment",Technical Architect,Recruitment / Staffing,Engineering - Software & QA,"Full Time, Permanent",Software Development,"Any Graduate, B.Sc in Chemistry, B.Tech/B.E. in Production/Industrial","['metadata', 'Data management', 'Data modeling', 'Consulting', 'Database administration', 'Data quality', 'Information management', 'Business intelligence', 'Risk management']",8 days ago,1.0,10,2-5
"Global Market, Mortgage Loan Servicing & Loan Data Quality -Analyst",Cbsi,1 - 3 years,"₹ 3,00,000 - 4,00,000 P.A.",Bangalore/Bengaluru,"Greetings from CBSI Global.

Goldman Sachs

About the Company: 
The Goldman Sachs, is an American multinational investment bank and financial services company headquartered in New York City. It offers services in investment management, securities, asset management, prime brokerage, and securities underwriting. For Goldman Sachs, their people are the biggest assets. They continue to be a leading investment bank because they value diversity and creativity from everyone.

Position
Global Market Loans, Mortgage Loan Servicing & Loan Data Quality -Analyst

Employment Type
Permanent to CBSI deployed at Goldman Sachs ( 6 Months on the payroll of CBSI and then conversion of tenure based on your performance and business needs.)

Work Location
Bangalore (work from office )
CTC
30% Hire
Experience
1-3 Years
Job Description
Mortgage Loan Servicing Team within Loan Operations is responsible for structured finance loans life cycle: from the initial commitment to the loan, booking of trade and settlement; through funding, scheduled payment, and paydown; from the creation to the reconciliation of borrowing base and concentration limits; as well as the ongoing management of information related to each loan or portfolio of loans",BFSI,IT Services & Consulting,"BFSI, Investments & Trading","Full Time, Permanent","BFSI, Investments & Trading - Other",Any Graduate,"['Data Quality', 'loan servicing', 'Mortgage Loans', 'loans']",8 days ago,,421,0-2
Data Analyst,Capco,3 - 6 years,Not Disclosed,Bangalore/Bengaluru,"Job description
We are looking for Data Analyst to work on all aspects of project delivery engaging a complex stakeholder groups across multiple global regions / product lines to execute global change programs in the Investment Banking domain.
This includes business analysis, requirements gathering and documentation, driving technical design and specifications in partnership with IT, functional test strategizing and execution, and user acceptance testing coordination.
Must possess strong relationship management skills and be able to manage requirements and testing across Ops and IT teams both cross-division and globally.
Role is focused on projects to support the development of regulatory/industry driven changes.
Role Description
This role provides regulatory data analytics using data from different geography. The primary responsibilities would be
Understand the Data Requirements for regulatory requirement
Perform Data Analysis to develop data sourcing requirement
Exposure to regulatory/financial domain
Develop data quality rules and implement for data accuracy Completeness
Ability to interpret and manipulate large data sets, data storage, ETL and data modelling
Proven experience in Data Analysis role with programming skills in SAS and Python
Use Group/Regional data source systems written in SAS, and various other data marts, for data cleaning, data quality, and to perform the necessary analysis to highlight key findings such as breaches from key risk parameters within Risk Strategy.
Streamline SAS codes and migrate them to cloud using python.
Good understanding of data governance, data quality, reference data and data lineage is preferred
Data Quality Monitoring (Data aggregation, interrogation, data lineage, data analytics)
Data Quality Issue Management (Data Risk Assessment, Root Cause Analysis)
Exposure to big data",Business Analyst,Banking,Data Science & Analytics,"Full Time, Permanent",Business Intelligence & Analytics,Any Graduate,"['Relationship management', 'Data analysis', 'SAS', 'Business analysis', 'Risk assessment', 'Data quality', 'Investment banking', 'Asset management', 'Financial services', 'Core banking']",30+ days ago,1.0,264,2-5
Immediate Opportunity For Data Analyst -Hexaware Technologies,Hexaware Technologies,6 - 11 years,"₹ 7,00,00,000 - 9.5 Cr and above P.A.",Noida,"Greetings !!

Hexaware Technologies Hiring Data Analyst

Exp: 6 to 12 years
Notice period: Early Joiner
Locations: Chennai, Pune, Mumbai, Pune, Noida
Qualifications: Should complete Engineering (Any) or Masters's Degree (Any)
Key working hours: 12 pm to 9.30 pm IST

Responsibilities:-
Collaborate with process owners and various end users to understand their goals, objectives, and requirements to translate them into Celonis requirements Document Celonis implementations, and builds a library of use cases
Work with data engineers to translate business requirements and use cases into technical and data requirements
Design, implement, test, and validates all dashboards, analyses, and reports within Celonis
Take on a new challenge in a cutting-edge data team, in which you will contribute to analyzing the data to identify the business issues and opportunities
Lead business value workshops with process improvement and business teams and uses Celonis to identify and qualify opportunities for operational and process improvements
Manage and prioritize all incoming requests for Celonis enhancements

Skills Required:-
Previous experience in process improvement, business analysis, or technology consulting
Deep knowledge of data analysis and hands-on experience with Celonis
Experience in core business processes (e.g., procurement, customer onboarding) and business transformation initiatives
Strong analytical skills, especially in applying technology solutions to core business problems
Proficiency in leading and facilitating workshops and executive meetings
Hands-on data visualization and SQL experience


Thanks,
AkshayaGanesh",Other,IT Services & Consulting,Other,"Full Time, Permanent",Other,Any Graduate,"['Celonis', 'sql']",30+ days ago,,519,5-12
